num,title,authors,venue,year
1242,Information Systems Research at RWTH Aachen,Matthias Jarke,SIGMOD Record,1995
1243,Orthogonal Optimization of Subqueries and Aggregation,"Milind Joshi, C�sar A. Galindo-Legaria",SIGMOD Conference,2001
1244,Lineage tracing for general data warehouse transformations,"Jennifer Widom, Yingwei Cui",VLDB J.,2003
1245,Design and Implementation of RMP - A Virtual Electronic Market Place,"Wolfgang Klas, Susanne Boll, Bernard Battaglin",SIGMOD Record,1998
1246,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",VLDB,1994
1247,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,VLDB,1996
1248,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Robert Marek, Erhard Rahm",VLDB,1995
1249,Update Propagation Protocols For Replicated Databases,"Raghavan Komondoor, Abraham Silberschatz, Yuri Breitbart, S. Seshadri, Rajeev Rastogi",SIGMOD Conference,1999
1250,Cost models for overlapping and multiversion structures,"Yufei Tao, Jun Zhang, Dimitris Papadias",ACM Trans. Database Syst.,2002
1251,Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project,"Wenke Lee, Eleazar Eskin, Wei Fan, Salvatore J. Stolfo, Philip K. Chan",SIGMOD Record,2001
1252,MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources,"Manuel Rodriguez-Martinez, Nick Roussopoulos",SIGMOD Conference,2000
1253,ProbView: A Flexible Probabilistic Database System,"Nicola Leone, Robert Ross, Laks V. S. Lakshmanan, V. S. Subrahmanian",ACM Trans. Database Syst.,1997
1254,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Suresha, Kaushik Dutta, Krithi Ramamritham, Anindya Datta, Helen M. Thomas, Debra E. VanderMeer",SIGMOD Conference,2002
1255,The Oracle Warehouse,Gary Hallmark,VLDB,1995
1256,Standards for databases on the grid,"Andrew Eisenberg, Jim Melton, Susan Malaika",SIGMOD Record,2003
1257,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,"C. Mohan, S. Watts, Ron Barber, Amit Somani, Markos Zaharioudakis",VLDB,2000
1258,Index-driven similarity search in metric spaces,"G�sli R. Hjaltason, Hanan Samet",ACM Trans. Database Syst.,2003
1259,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,"Alex G. B�chner, Maurice D. Mulvenna",SIGMOD Record,1998
1260,Low-Cost Compensation-Based Query Processing,"�ystein Torbj�rnsen, �ystein Gr�vlen, Svein-Olaf Hvasshovd",VLDB,1998
1261,Editor's Notes,Ling Liu,SIGMOD Record,2003
1262,Visionary: A Next Generation Visualization System for Databases,Michael Stonebraker,SIGMOD Conference,2003
1263,BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data,"Peter J. Haas, Paul Brown",VLDB,2003
1264,Efficient Search of Multi-Dimensional B-Trees,"Dave Birdsall, Hedieh Yaghmai, Harry Leslie, Rohit Jain",VLDB,1995
1265,Practical Issues with Commercial Use of Federated Databases,Jim Kleewein,VLDB,1996
1266,Parallelism and its Price: A Case Study of NonStop SQL/MP,"Susanne Englert, Ray Glasstone, Waqar Hasan",SIGMOD Record,1995
1267,In Cyber Space No One can Hear You Scream,Chris Pound,VLDB,1999
1268,Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data,"Hei-Wing Leung, Joe Chun-Hung Yuen, Edward Chan, Kam-yiu Lam",SIGMOD Record,2000
1269,Semantic Access: Semantic Interface for Querying Databases,"Naphtali Rishe, Rukshan Athauda, Artyom Shaposhnikov, Jun Yuan, Dmitry Vasilevsky, Xiaoling Lu, Xiaobin Ma, Shu-Ching Chen, Alexander Vaschillo",VLDB,2000
1270,Database Design for Incomplete Relations,"Mark Levene, George Loizou",ACM Trans. Database Syst.,1999
1271,Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",SIGMOD Conference,2002
1272,Hippocratic Databases,"Yirong Xu, Jerry Kiernan, Rakesh Agrawal, Ramakrishnan Srikant",VLDB,2002
1273,A new approach to developing and implementing eager database replication protocols,"Gustavo Alonso, Bettina Kemme",ACM Trans. Database Syst.,2000
1274,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System,"Moira C. Norrie, Hans-J�rg Schek, Michael Rys",VLDB,1996
1275,Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"Xiaoyang Sean Wang, Changzhou Wang",VLDB J.,2001
1276,The Role of B2B Engines in B2B Integration Architectures,Christoph Bussler,SIGMOD Record,2002
1277,Management of Data and Services in the Environmental Information System (UIS) of Baden-W�rttemberg,"Wolf-Fritz Riekert, Roland Mayer-F�ll, Gerlinde Wiest",SIGMOD Record,1997
1278,Merge Replication in Microsoft's SQL Server 7.0,Brad Hammond,SIGMOD Conference,1999
1279,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002
1280,On the Costs of Multilingualism in Database Systems,"A. Kumaran, Jayant R. Haritsa",VLDB,2003
1281,Wrapper Generation for Semi-structured Internet Sources,"Craig A. Knoblock, Naveen Ashish",SIGMOD Record,1997
1282,Time Series Similarity Measures and Time Series Indexing,"Gautam Das, Dimitrios Gunopulos",SIGMOD Conference,2001
1283,Chair's Message,Richard T. Snodgrass,SIGMOD Record,2000
1284,DBMiner: Interactive Mining of Multiple-Level Knowledge in Relational Databases,"Wei Wang, Krzysztof Koperski, Yongjian Fu, Osmar R. Za�ane, Jenny Chiang, Jiawei Han",SIGMOD Conference,1996
1285,Answering Complex SQL Queries Using Automatic Summary Tables,"Roberta Cochrane, Hamid Pirahesh, Monica Urata, Markos Zaharioudakis, George Lapis",SIGMOD Conference,2000
1286,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Olivier Gruber, Michael J. Franklin",VLDB,1995
1287,User-oriented smart-cache for the Web: What You Seek is What You Get!,"Arnaud Sahuguet, Raman Chandrasekar, Zo� Lacroix",SIGMOD Conference,1998
1288,Maintaining Data Privacy in Association Rule Mining,"Shariq Rizvi, Jayant R. Haritsa",VLDB,2002
1289,Merging Models Based on Given Correspondences,"Philip A. Bernstein, Rachel Pottinger",VLDB,2003
1290,"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002",Nancy Wiegand,SIGMOD Record,2003
1291,An Approximate Search Engine for Structural Databases,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-Li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",SIGMOD Conference,2000
1292,Answering queries using views: A survey,Alon Y. Halevy,VLDB J.,2001
1293,SEMCOG: An Object-based Image Retrieval System and Its Visual Query Interface,"K. Sel�uk Candan, Wen-Syan Li, Kyoji Hirata, Yoshinori Hara",SIGMOD Conference,1997
1294,Finding Hierarchical Heavy Hitters in Data Streams,"Graham Cormode, Flip Korn, S. Muthukrishnan, Divesh Srivastava",VLDB,2003
1295,Tribeca: A Stream Database Manager for Network Traffic Analysis,Mark Sullivan,VLDB,1996
1296,A Complete Temporal Relational Algebra,"Debabrata Dey, Veda C. Storey, Terence M. Barron",VLDB J.,1996
1297,Data Modelling versus Ontology Engineering,"Mustafa Jarrar, Peter Spyns, Robert Meersman",SIGMOD Record,2002
1298,Implementing Deductive Databases by Mixed Integer Programming,"Anil Nerode, Colin Bell, Raymond T. Ng, V. S. Subrahmanian",ACM Trans. Database Syst.,1996
1299,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,"Guido Moerkotte, Sven Helmer",VLDB,1997
1300,On Relational Support for XML Publishing: Beyond Sorting and Tagging,"Raghav Kaushik, Jeffrey F. Naughton, Surajit Chaudhuri",SIGMOD Conference,2003
1301,Spatial Joins Using Seeded Trees,"Chinya V. Ravishankar, Ming-Ling Lo",SIGMOD Conference,1994
1302,XBase: making your gigabyte disk queriable,"Jianhua Lv, Yubin Bao, Hongjun Lu, Ge Yu, Guoren Wang, Yaxin Yu",SIGMOD Conference,2002
1303,POESIA: An ontological workflow approach for composing Web services in agriculture,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",VLDB J.,2003
1304,Database Graph Views: A Practical Model to Manage Persistent Graphs,"Alejandro Guti�rrez, Philippe Pucheral, Jean-Marc Th�venin, Hermann Steffen",VLDB,1994
1305,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",VLDB,1995
1306,Research in Multi-Organizational Processes and Semantic Information Brokering at the LSDIS Lab,"John A. Miller, Amit P. Sheth, Ismailcem Budak Arpinar, Krys Kochut",SIGMOD Record,2001
1307,"The sensor spectrum: technology, trends, and requirements","Samuel Madden, Wei Hong, Joseph M. Hellerstein",SIGMOD Record,2003
1308,Visual Web Information Extraction with Lixto,"Georg Gottlob, Robert Baumgartner, Sergio Flesca",VLDB,2001
1309,On Completeness of Historical Relational Query Languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM Trans. Database Syst.,1994
1310,The GMAP: A Versatile Tool for Physical Data Independence,"Marvin H. Solomon, Yannis E. Ioannidis, Odysseas G. Tsatalos",VLDB,1994
1311,Describing Semistructured Data,Luca Cardelli,SIGMOD Record,2001
1312,"Towards Adaptive Workflow Systems, CSCW-98 Workshop Report","Mark Klein, Abraham Bernstein, Chrysanthos Dellarocas",SIGMOD Record,1999
1313,On Periodic Resource scheduling for Continuous-Media Databases,"Minos N. Garofalakis, Banu �zden, Abraham Silberschatz",VLDB J.,1998
1314,Querying Multiple Bioinformatics Data Sources: Can Semantic Web Research Help?,"Terence Critchlow, Matthew Coleman, David Buttler, Wei Han, Daniel Rocco, Li Xiong, Ling Liu, Calton Pu, Renato Fileto",SIGMOD Record,2002
1315,Locking Protocols for Materialized Aggregate Join Views,"Michael Watzke, Gang Luo, Curt Ellmann, Jeffrey F. Naughton",VLDB,2003
1316,CapBasED-AMS: A Capability-based and Event-driven Activity Management System,"Kamalakar Karlapalem, Helen P. Yeung, Patrick C. K. Hung",SIGMOD Conference,1996
1317,Issues in Developing Very Large Data Warehouses,"Vish Jumani, Lyman Do, David Van Rossum, Pamela Drew, Wei Jin",VLDB,1998
1318,Efficient Algorithms for Mining Outliers from Large Data Sets,"Kyuseok Shim, Sridhar Ramaswamy, Rajeev Rastogi",SIGMOD Conference,2000
1319,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,1997
1320,Historical Queries Along Multiple Lines of Time Evolution,"Vassilis J. Tsotras, Gad M. Landau, Jeanette P. Schmidt",VLDB J.,1995
1321,The Impact of Database Research on Industrial Products (Panel Summary),"David B. Lomet, Daniel Barbar�, Jos� A. Blakeley, Michael Stonebraker, Daniel H. Fishman",SIGMOD Record,1994
1322,XQuery: A Query Language for XML,Donald D. Chamberlin,SIGMOD Conference,2003
1323,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Svein-Olaf Hvasshovd, �ystein Torbj�rnsen, Svein Erik Bratsberg, Per Holager",VLDB,1995
1324,Efficient Processing of Joins on Set-valued Attributes,Nikos Mamoulis,SIGMOD Conference,2003
1325,Evaluating Queries with Generalized Path Expressions,"Guido Moerkotte, Sophie Cluet, Vassilis Christophides",SIGMOD Conference,1996
1326,Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop,"Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer �zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici",SIGMOD Record,1994
1327,P-Grid: a self-organizing structured P2P system,"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudr�-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",SIGMOD Record,2003
1328,The Cougar Approach to In-Network Query Processing in Sensor Networks,"Johannes Gehrke, Yong Yao",SIGMOD Record,2002
1329,Automata Theory for XML Researchers,Frank Neven,SIGMOD Record,2002
1330,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,?,SIGMOD Record,1996
1331,Issues in data stream management,"Lukasz Golab, M. Tamer �zsu",SIGMOD Record,2003
1332,TSQL2 Language Specification,"Wolfgang K�fer, Curtis E. Dyreson, Arie Segev, Krishna G. Kulkarni, Michael D. Soo, Don S. Batory, Ramez Elmasri, Nikos A. Lorentzos, Nick Kline, John F. Roddick, Gad Ariav, James Clifford, Richard T. Snodgrass, Suryanarayana M. Sripada, T. Y. Cliff Leung, Fabio Grandi, Ilsoo Ahn, Christian S. Jensen",SIGMOD Record,1994
1333,MDM: a Multiple-Data-Model Tool for the Management of Heterogeneous Database Schemes,"Paolo Atzeni, Riccardo Torlone",SIGMOD Conference,1997
1334,Spatial Data Management for Computer Aided Design,"Andreas M�ller, Marco P�tke, Thomas Seidl, Hans-Peter Kriegel",SIGMOD Conference,2001
1335,Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness,"Guido Moerkotte, Thomas Neumann, Sven Helmer",VLDB,2003
1336,Illuminating the Dark Side of Web Services,Michael L. Brodie,VLDB,2003
1337,Cache Conscious Algorithms for Relational Query Processing,"Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant",VLDB,1994
1338,Proxy-Server Architectures for OLAP,"Panos Kalnis, Dimitris Papadias",SIGMOD Conference,2001
1339,Logical Design for Temporal Databases with Multiple Granularities,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",ACM Trans. Database Syst.,1997
1340,LegoDB: Customizing Relational Storage for XML Documents,"Prasan Roy, Philip Bohannon, Jayant R. Haritsa, J�r�me Sim�on, Maya Ramanath, Juliana Freire",VLDB,2002
1341,An XML query engine for network-bound data,"Daniel S. Weld, Alon Y. Halevy, Zachary G. Ives",VLDB J.,2002
1342,V-Trees - A Storage Method for Long Vector Data,"Maur�cio R. Mediano, Marcelo Dreux, Marco A. Casanova",VLDB,1994
1343,Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract),C. Mohan,SIGMOD Conference,2001
1344,DBMSs on a Modern Processor: Where Does Time Go?,"David A. Wood, Mark D. Hill, David J. DeWitt, Anastassia Ailamaki",VLDB,1999
1345,High-Performance Extensible Indexing,Marcel Kornacker,VLDB,1999
1346,"Message from Editor-in-Chief, ACM Transactions on Database Systems",Won Kim,SIGMOD Record,1999
1347,Data Management for Earth System Science,"James Frew, Jeff Dozier",SIGMOD Record,1997
1348,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",VLDB,1997
1349,Approximate Medians and other Quantiles in One Pass and with Limited Memory,"Bruce G. Lindsay, Gurmeet Singh Manku, Sridhar Rajagopalan",SIGMOD Conference,1998
1350,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,"Thomas Papadakis, Peter Triantafillou",VLDB,1997
1351,RP*: A Family of Order Preserving Scalable Distributed Data Structures,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",VLDB,1994
1352,Foreword by the VLDB '98 PC Chairmen: Best Papers of VLDB '98,"Oded Shmueli, Jennifer Widom",VLDB J.,2000
1353,Going public: open-source databases and database research,Philippe Bonnet,SIGMOD Conference,2002
1354,Chorochronos: A Research Network for Spatiotemporal Database Systems,"Enrico Nardelli, Timos K. Sellis, Andrew U. Frank, St�phane Grumbach, Hans-J�rg Schek, Manolis Koubarakis, Michel Scholl, Ralf Hartmut G�ting, Barbara Pernici, Christian S. Jensen, Nikos A. Lorentzos, Babis Theodoulidis, Yannis Manolopoulos, Peter Widmayer",SIGMOD Record,1999
1355,QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases,"Luis Gravano, Eugene Agichtein",SIGMOD Conference,2003
1356,Information Systems Research at George Mason University,"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbar�",SIGMOD Record,1997
1357,Answering queries with useful bindings,"Edward Y. Chang, Chen Li",ACM Trans. Database Syst.,2001
1358,Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language,"Dean Jacobs, Shahram Ghandeharizadeh, Richard Hull",ACM Trans. Database Syst.,1996
1359,Using Referential Integrity To Easily Define Consistent Subset Replicas,Brad Hammond,VLDB,1996
1360,SENTINEL: An Object-Oriented DBMS With Event-Based Rules,Sharma Chakravarthy,SIGMOD Conference,1997
1361,PESTO : An Integrated Query/Browser for Object Databases,"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",VLDB,1996
1362,Integrating Modelling Systems for Environmental Management Information Systems,"David J. Abel, Dean Kuo, Kerry L. Taylor",SIGMOD Record,1997
1363,TIMBER: A native XML database,"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",VLDB J.,2002
1364,NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents,Brad Adelberg,SIGMOD Conference,1998
1365,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Phillip B. Gibbons,VLDB,2001
1366,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",SIGMOD Record,1996
1367,Real-Time Index Concurrency Control,"S. Seshadri, Jayant R. Haritsa",SIGMOD Record,1996
1368,Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences,"H. V. Jagadish, Christos Faloutsos, Flip Korn",SIGMOD Conference,1997
1369,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Curtis E. Dyreson, Christian S. Jensen",VLDB,1999
1370,Call for Book Reviews,Karl Aberer,SIGMOD Record,2003
1371,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database,"John Shepherd, Quan Z. Sheng, Du Q. Huynh, Jialie Shen, Anne H. H. Ngu",SIGMOD Conference,2003
1372,Your Mediators Need Data Conversion!,"Sophie Cluet, Katarzyna Smaga, J�r�me Sim�on, Claude Delobel",SIGMOD Conference,1998
1373,Generating Spatiotemporal Datasets on the WWW,"Mario A. Nascimento, Yannis Theodoridis",SIGMOD Record,2000
1374,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,"Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima",VLDB,2001
1375,The COntext INterchange Mediator Prototype,"Kofi Fynn, Henry B. Kon, Cheng Hian Goh, Thomas Lee, St�phane Bressan, Stuart E. Madnick, Michael Siegel, Annie W. Shum, Marta Jessica Jakobisiak, Tito Pena, Jessica Qu, Karim Hussein",SIGMOD Conference,1997
1376,1-Safe Algorithms for Symmetric Site Configurations,"Maitrayi Sabaratnam, �ystein Torbj�rnsen, Rune Humborstad, Svein-Olaf Hvasshovd",VLDB,1997
1377,A Framework for Information Visualisation,"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy",SIGMOD Record,1996
1378,Introduction to Constraint Databases - Book Review,Bart Kuijpers,SIGMOD Record,2002
1379,Broadcast Protocols to Support Efficient Retrieval from Databases by Mobile Users,"Anindya Datta, Vijay Kumar, Aslihan Celik, Debra E. VanderMeer",ACM Trans. Database Syst.,1999
1380,Bitmap Index Design and Evaluation,"Yannis E. Ioannidis, Chee Yong Chan",SIGMOD Conference,1998
1381,Book review column,Karl Aberer,SIGMOD Record,2003
1382,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003
1383,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Gang Zhou, Richard Hull",SIGMOD Conference,1996
1384,From Browsing to Interacting: DBMS Support for Responive Websites (Abstract),Raghu Ramakrishnan,SIGMOD Conference,2000
1385,Enterprise Transaction Processing on Windows NT,Greg Hope,SIGMOD Conference,1995
1386,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",SIGMOD Record,1999
1387,Picture Programming Project,"Nita Goyal, Mosh� M. Zloof, Charles Hoch, Michael Suckow, Ravi Krishnamurthy, Brian Meckler",SIGMOD Conference,1997
1388,AJAX: An Extensible Data Cleaning Tool,"Daniela Florescu, Helena Galhardas, Dennis Shasha, Eric Simon",SIGMOD Conference,2000
1389,"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Dennis Shasha, Philippe Bonnet",SIGMOD Conference,2002
1390,Tuple Routing Strategies for Distributed Eddies,"Feng Tian, David J. DeWitt",VLDB,2003
1391,Aqua: A Fast Decision Support Systems Using Approximate Query Answers,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",VLDB,1999
1392,Systematic Development of Data Mining-Based Data Quality Tools,"Matthias Jarke, Udo Grimmer, Dominik L�bbers",VLDB,2003
1393,XL: a platform for web services,"Andreas Gr�nhagen, Steffen Rost, Donald Kossmann, Daniela Florescu",SIGMOD Conference,2002
1394,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell",SIGMOD Conference,1996
1395,Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,"Heum-Geun Kang, Chin-Wan Chung",VLDB,2002
1396,Optimizing Disjunctive Queries with Expensive Predicates,"Alfons Kemper, Guido Moerkotte, Michael Steinbrunn, Klaus Peithner",SIGMOD Conference,1994
1397,An Approach for Building Secure Database Federations,"Klaus R. Dittrich, Dirk Jonscher",VLDB,1994
1398,Guest Editorial: Databases and the Web,"Alberto O. Mendelzon, Paolo Atzeni",VLDB J.,2000
1399,Guidelines for Presentation and Comparison of Indexing Techniques,"Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel",SIGMOD Record,1996
1400,A Bandwidth Model for Internet Search,Axel Uhl,VLDB,2002
1401,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003
1402,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",VLDB,2001
1403,A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,"M. Tamer �zsu, David Toman, Mariano P. Consens, David DeHaan",SIGMOD Conference,2003
1404,Advanced XML Data Processing - Guest Editor's Introduction,Karl Aberer,SIGMOD Record,2001
1405,An Asymptotically Optimal Multiversion B-Tree,"Thomas Ohler, Peter Widmayer, Bruno Becker, Stephan Gschwind, Bernhard Seeger",VLDB J.,1996
1406,Interview with Rakesh Agrawal,Marianne Winslett,SIGMOD Record,2003
1407,Supporting Multiple View Maintenance Policies,"Latha S. Colby, Kenneth A. Ross, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick",SIGMOD Conference,1997
1408,FlowBack: Providing Backward Recovery for Workflow Systems,"Maria E. Orlowska, Ralf M�hlberger, Bartek Kiepuszewski",SIGMOD Conference,1998
1409,Towards Event-Driven Modelling for Database Design,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",VLDB,1994
1410,Congressional Samples for Approximate Answering of Group-By Queries,"Viswanath Poosala, Swarup Acharya, Phillip B. Gibbons",SIGMOD Conference,2000
1411,A Configrable Type Hierarchy Index for OODB,"Thomas A. M�ck, Martin L. Polaschek",VLDB J.,1997
1412,Functional-Join Processing,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann, Jens Clau�en",VLDB J.,2000
1413,AutoAdmin 'What-if' Index Analysis Utility,"Surajit Chaudhuri, Vivek R. Narasayya",SIGMOD Conference,1998
1414,Efficient k-NN search on vertically decomposed data,"Niels Nes, Martin L. Kersten, Nikos Mamoulis, Arjen P. de Vries",SIGMOD Conference,2002
1415,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",Praveen Seshadri,SIGMOD Conference,1999
1416,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,1994
1417,Access to Objects by Path Expressions and Rules,"J�rgen Frohn, Georg Lausen, Heinz Uphoff",VLDB,1994
1418,A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments,"Andr� Seifert, Marc H. Scholl",VLDB,2002
1419,On Parallel Execution of Multiple Pipelined Hash Joins,"Philip S. Yu, Hui-I Hsiao, Ming-Syan Chen",SIGMOD Conference,1994
1420,Preference formulas in relational queries,Jan Chomicki,ACM Trans. Database Syst.,2003
1421,Supply Chain Infrastructures: System Integration and Information Sharing,"Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao",SIGMOD Record,2002
1422,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",VLDB,1997
1423,Chair's Message,Richard T. Snodgrass,SIGMOD Record,2000
1424,Composing XSL Transformations with XML Publishing Views,"Chengkai Li, P. P. S. Narayan, Henry F. Korth, Philip Bohannon",SIGMOD Conference,2003
1425,Informix Online XPS,Robert H. Gerber,SIGMOD Conference,1995
1426,Analysis of predictive spatio-temporal queries,"Dimitris Papadias, Jimeng Sun, Yufei Tao",ACM Trans. Database Syst.,2003
1427,Quickly Generating Billion-Record Synthetic Databases,"Susanne Englert, Jim Gray, Kenneth Baclawski, Peter J. Weinberger, Prakash Sundaresan",SIGMOD Conference,1994
1428,Projecting XML Documents,"Am�lie Marian, J�r�me Sim�on",VLDB,2003
1429,Sampling Large Databases for Association Rules,Hannu Toivonen,VLDB,1996
1430,"Adaptive, Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach","Michael J. Carey, Michael J. Franklin, Markos Zaharioudakis",ACM Trans. Database Syst.,1997
1431,A Performance Evaluation of OID Mapping Techniques,"Andr� Eickler, Carsten Andreas Gerlhof, Donald Kossmann",VLDB,1995
1432,"Jeffrey D. Ullman Speaks Out on the Future of Higher Education, Startups, Database Theory, and More",Marianne Winslett,SIGMOD Record,2001
1433,Political Winds Change Direction Again,Xiaolei Qian,SIGMOD Record,1995
1434,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",VLDB,2000
1435,Online dynamic reordering,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",VLDB J.,2000
1436,HyperFile: A Data and Query Model for Documents,"David Bloom, Chris Clifton, Hector Garcia-Molina",VLDB J.,1995
1437,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",SIGMOD Record,1998
1438,Learning table access cardinalities with LEO,"Volker Markl, Guy M. Lohman",SIGMOD Conference,2002
1439,Implementing Deletion in B+-Trees,Jan Jannink,SIGMOD Record,1995
1440,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,"K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng",VLDB,1999
1441,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,VLDB,1997
1442,Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data,"Mark Porter, Andrew Laursen, Jeffrey Olkin",SIGMOD Conference,1994
1443,IrisNet: An Architecture for Internet-scale Sensing Services,"Phillip B. Gibbons, Suman Nath, Amol Deshpande, Srinivasan Seshan, Brad Karp, Yan Ke",VLDB,2003
1444,A Framework for Expressing and Combining Preferences,"Edward L. Wimmers, Rakesh Agrawal",SIGMOD Conference,2000
