"";"First.Object";"Second.Object";"similaridade"
"2577";"cd.[7123]";"cd.[9038]";0,980263158679009
"2578";"cd.[7980]";"cd.[9790]";0,983258938416839
"2579";"cd.[7604]";"cd.[9790]";0,946180557832122
"2580";"cd.[7604]";"cd.[7980]";0,962921628728509
"2581";"cd.[7161]";"cd.[8131]";0,98697916045785
"2582";"cd.[2813]";"cd.[3155]";0,983630953356624
"2583";"cd.[7061]";"cd.[7469]";1
"2584";"cd.[5835]";"cd.[9278]";1
"2585";"cd.[5921]";"cd.[8423]";1
"2586";"cd.[5988]";"cd.[8859]";1
"2587";"cd.[6358]";"cd.[9694]";0,982572114095092
"2588";"cd.[5780]";"cd.[5782]";0,924999997019768
"2589";"cd.[5010]";"cd.[5205]";0,969846494495869
"2590";"cd.[7094]";"cd.[9189]";0,954241067171097
"2591";"cd.[2139]";"cd.[3296]";0,889117324724794
"2592";"cd.[2440]";"cd.[5443]";1
"2593";"cd.[2781]";"cd.[9669]";1
"2594";"cd.[4508]";"cd.[9662]";1
"2595";"cd.[5025]";"cd.[9863]";0,938392855226994
"2596";"cd.[8114]";"cd.[8659]";1
"2597";"cd.[4297]";"cd.[4306]";1
"2598";"cd.[4297]";"cd.[8636]";1
"2599";"cd.[4306]";"cd.[8636]";1
"2600";"cd.[1838]";"cd.[7934]";0,940476194024086
"2601";"cd.[2807]";"cd.[7064]";1
"2602";"cd.[6316]";"cd.[7311]";1
"2603";"cd.[7363]";"cd.[8118]";0,988636359572411
"2604";"cd.[6922]";"cd.[9161]";0,952272728085518
"2605";"cd.[9614]";"cd.[9678]";1
"2606";"cd.[3159]";"cd.[9969]";0,99739583581686
"2607";"cd.[3678]";"cd.[4266]";1
"2608";"cd.[4266]";"cd.[6690]";1
"2609";"cd.[3678]";"cd.[6690]";1
"2610";"cd.[8919]";"cd.[9083]";1
"2611";"cd.[7859]";"cd.[9798]";0,990384615957737
"2612";"cd.[6354]";"cd.[8424]";0,894791666418314
"2613";"cd.[7037]";"cd.[7237]";0,957928223535419
"2614";"cd.[11530]";"cd.[5099]";1
"2615";"cd.[8274]";"cd.[8805]";1
"2616";"cd.[8260]";"cd.[8445]";0,950372027233243
"2617";"cd.[6944]";"cd.[7731]";0,960863098502159
"2618";"cd.[7731]";"cd.[9868]";0,878439163789153
"2619";"cd.[6944]";"cd.[9868]";0,991071425378323
"2620";"cd.[10361]";"cd.[6761]";0,91388888284564
"2621";"cd.[5426]";"cd.[6761]";0,899999994784594
"2622";"cd.[6761]";"cd.[7869]";0,899999994784594
"2623";"cd.[10361]";"cd.[5426]";0,986111111938953
"2624";"cd.[10361]";"cd.[7869]";0,986111111938953
"2625";"cd.[5426]";"cd.[7869]";1
"2626";"cd.[5324]";"cd.[7847]";1
"2627";"cd.[10301]";"cd.[6246]";0,982142858207226
"2628";"cd.[4178]";"cd.[7199]";1
"2629";"cd.[5238]";"cd.[8297]";0,962849650532007
"2630";"cd.[6663]";"cd.[6665]";0,988636359572411
"2631";"cd.[3395]";"cd.[5122]";0,89747024141252
"2632";"cd.[6756]";"cd.[8537]";0,972321415320039
"2633";"cd.[4895]";"cd.[9209]";0,982142858207226
"2634";"cd.[10652]";"cd.[9640]";1
"2635";"cd.[4588]";"cd.[4774]";0,86458332836628
"2636";"cd.[7192]";"cd.[7778]";1
"2637";"cd.[5912]";"cd.[8949]";1
"2638";"cd.[7918]";"cd.[9172]";1
"2639";"cd.[10449]";"cd.[6162]";1
"2640";"cd.[2571]";"cd.[9019]";1
"2641";"cd.[3931]";"cd.[5754]";1
"2642";"cd.[6568]";"cd.[9557]";1
"2643";"cd.[3757]";"cd.[6377]";0,925173869356513
"2644";"cd.[2427]";"cd.[8640]";0,977796053513885
"2645";"cd.[7622]";"cd.[8349]";0,969012603163719
"2646";"cd.[2252]";"cd.[4733]";1
"2647";"cd.[7008]";"cd.[8831]";1
"2648";"cd.[4586]";"cd.[7633]";0,97301135584712
"2649";"cd.[10240]";"cd.[7367]";0,991666667163372
"2650";"cd.[3192]";"cd.[7923]";0,987499997019768
"2651";"cd.[4395]";"cd.[8725]";0,977777779102325
"2652";"cd.[6948]";"cd.[7365]";0,978329613804817
"2653";"cd.[10312]";"cd.[9807]";0,911892362870276
"2654";"cd.[7350]";"cd.[8473]";1
"2655";"cd.[11423]";"cd.[11538]";0,952031251043081
"2656";"cd.[7288]";"cd.[7483]";1
"2657";"cd.[10938]";"cd.[11125]";1
"2658";"cd.[6925]";"cd.[6926]";0,993055565282702
"2659";"cd.[6506]";"cd.[6952]";0,946190476417542
"2660";"cd.[6102]";"cd.[9115]";1
"2661";"cd.[7525]";"cd.[8995]";0,940624997019768
"2662";"cd.[9333]";"cd.[9450]";1
"2663";"cd.[6771]";"cd.[8507]";1
"2664";"cd.[8609]";"cd.[9130]";1
"2665";"cd.[4843]";"cd.[8794]";0,983333334326744
"2666";"cd.[7346]";"cd.[7719]";1
"2667";"cd.[4851]";"cd.[7708]";1
"2668";"cd.[5185]";"cd.[7072]";0,875
"2669";"cd.[10119]";"cd.[7664]";0,971354169771075
"2670";"cd.[10320]";"cd.[7581]";0,940347231924534
"2671";"cd.[1884]";"cd.[9542]";0,960503473877907
"2672";"cd.[6272]";"cd.[7460]";1
"2673";"cd.[8043]";"cd.[8234]";1
"2674";"cd.[11150]";"cd.[8901]";1
"2675";"cd.[9421]";"cd.[9489]";0,987499997019768
"2676";"cd.[9327]";"cd.[9412]";1
"2677";"cd.[6740]";"cd.[9193]";0,99609375372529
"2678";"cd.[10000]";"cd.[8664]";0,956597223877907
"2679";"cd.[7361]";"cd.[7750]";1
"2680";"cd.[8265]";"cd.[9149]";1
"2681";"cd.[6992]";"cd.[7802]";0,943229172378779
"2682";"cd.[8311]";"cd.[8312]";1
"2683";"cd.[8344]";"cd.[9229]";0,99479167163372
"2684";"cd.[8364]";"cd.[8526]";0,991071425378323
"2685";"cd.[2823]";"cd.[4684]";0,959429822862148
"2686";"cd.[6919]";"cd.[8060]";0,98437499627471
"2687";"cd.[3539]";"cd.[4190]";0,9921875
"2688";"cd.[4348]";"cd.[7170]";0,950917115435004
"2689";"cd.[8668]";"cd.[8843]";1
"2690";"cd.[3356]";"cd.[6955]";1
"2691";"cd.[3792]";"cd.[8891]";0,941145835444331
"2692";"cd.[4145]";"cd.[4886]";0,995535714551806
"2693";"cd.[4184]";"cd.[6950]";0,950954865664244
"2694";"cd.[3529]";"cd.[4114]";0,994047619402409
"2695";"cd.[3383]";"cd.[6969]";0,960119051858783
"2696";"cd.[2406]";"cd.[7291]";1
"2697";"cd.[1818]";"cd.[7075]";0,918619791045785
"2698";"cd.[4292]";"cd.[8795]";1
"2699";"cd.[2577]";"cd.[2581]";0,991666667163372
"2700";"cd.[4481]";"cd.[6716]";1
"2701";"cd.[2771]";"cd.[5458]";0,99479166418314
"2702";"cd.[100170]";"cd.[100358]";0,975000001490116
"2703";"cd.[10293]";"cd.[7599]";0,889240965247154
"2704";"cd.[100198]";"cd.[106489]";1
"2705";"cd.[5204]";"cd.[7514]";0,911458333954215
"2706";"cd.[10253]";"cd.[10368]";1
"2707";"cd.[11006]";"cd.[11008]";0,885416668839753
"2708";"cd.[4108]";"cd.[7977]";0,987847218289971
"2709";"cd.[9713]";"cd.[9738]";1
"2710";"cd.[11455]";"cd.[5289]";0,932126700878143
"2711";"cd.[10061]";"cd.[3517]";0,993055552244187
"2712";"cd.[7134]";"cd.[9695]";1
"2713";"cd.[5542]";"cd.[6695]";0,963541675359011
"2714";"cd.[5394]";"cd.[5418]";1
"2715";"cd.[4613]";"cd.[6116]";0,986752716824412
"2716";"cd.[8778]";"cd.[9060]";1
"2717";"cd.[2890]";"cd.[2891]";0,932291666045785
"2718";"cd.[2619]";"cd.[6174]";0,984375
"2719";"cd.[10107]";"cd.[7341]";1
"2720";"cd.[2188]";"cd.[8063]";0,993749996647239
"2721";"cd.[2026]";"cd.[4601]";0,93750000372529
"2722";"cd.[7404]";"cd.[7405]";1
"2723";"cd.[2317]";"cd.[4988]";0,963636361062527
"2724";"cd.[2957]";"cd.[3106]";1
"2725";"cd.[9588]";"cd.[9811]";0,984375
"2726";"cd.[109608]";"cd.[109714]";0,864182695746422
"2727";"cd.[4709]";"cd.[4710]";0,913541667163372
"2728";"cd.[7344]";"cd.[8291]";0,958059206604958
"2729";"cd.[6547]";"cd.[6741]";0,966071426868439
"2730";"cd.[4975]";"cd.[5889]";0,95833332836628
"2731";"cd.[5577]";"cd.[8990]";0,94270832836628
"2732";"cd.[7008]";"cd.[8831]";1
"2733";"cd.[3475]";"cd.[8592]";0,956597223877907
"2734";"cd.[4586]";"cd.[7633]";0,962566837668419
"2735";"cd.[8224]";"cd.[8754]";1
"2736";"cd.[10240]";"cd.[7367]";0,983333334326744
"2737";"cd.[5426]";"cd.[7869]";1
"2738";"cd.[4732]";"cd.[4911]";1
"2739";"cd.[3192]";"cd.[7923]";0,974999994039536
"2740";"cd.[4395]";"cd.[8725]";0,955555558204651
"2741";"cd.[6948]";"cd.[7365]";0,966190472245216
"2742";"cd.[6339]";"cd.[7517]";1
"2743";"cd.[7852]";"cd.[8029]";1
"2744";"cd.[10383]";"cd.[7852]";1
"2745";"cd.[10230]";"cd.[7852]";0,947435900568962
"2746";"cd.[6858]";"cd.[7852]";0,924708619713783
"2747";"cd.[10383]";"cd.[8029]";1
"2748";"cd.[10230]";"cd.[8029]";0,947435900568962
"2749";"cd.[6858]";"cd.[8029]";0,924708619713783
"2750";"cd.[10230]";"cd.[10383]";0,947435900568962
"2751";"cd.[10383]";"cd.[6858]";0,924708619713783
"2752";"cd.[10230]";"cd.[6858]";0,938811182975769
"2753";"cd.[7350]";"cd.[8473]";1
"2754";"cd.[10938]";"cd.[11125]";1
"2755";"cd.[10064]";"cd.[2819]";1
"2756";"cd.[4297]";"cd.[4306]";1
"2757";"cd.[4297]";"cd.[8636]";1
"2758";"cd.[4306]";"cd.[8636]";1
"2759";"cd.[6925]";"cd.[6926]";0,97916667163372
"2760";"cd.[4291]";"cd.[4905]";1
"2761";"cd.[6722]";"cd.[7707]";1
"2762";"cd.[3722]";"cd.[8453]";1
"2763";"cd.[6719]";"cd.[8453]";1
"2764";"cd.[3722]";"cd.[6719]";1
"2765";"cd.[7201]";"cd.[8536]";1
"2766";"cd.[7606]";"cd.[8538]";1
"2767";"cd.[7671]";"cd.[8759]";1
"2768";"cd.[5360]";"cd.[8430]";0,900174826383591
"2769";"cd.[9333]";"cd.[9450]";0,984375
"2770";"cd.[9348]";"cd.[9485]";0,96875
"2771";"cd.[5477]";"cd.[9076]";0,983333334326744
"2772";"cd.[5477]";"cd.[8368]";0,966666668653488
"2773";"cd.[8368]";"cd.[9076]";0,983333334326744
"2774";"cd.[6771]";"cd.[8507]";1
"2775";"cd.[8609]";"cd.[9130]";0,950000002980232
"2776";"cd.[4843]";"cd.[8794]";0,966666668653488
"2777";"cd.[7346]";"cd.[7719]";1
"2778";"cd.[4851]";"cd.[7708]";1
"2779";"cd.[8890]";"cd.[9063]";0,964880958199501
"2780";"cd.[6802]";"cd.[8890]";0,964880958199501
"2781";"cd.[6802]";"cd.[9063]";1
"2782";"cd.[4419]";"cd.[7644]";0,984375
"2783";"cd.[102361]";"cd.[103634]";0,951612889766693
"2784";"cd.[5731]";"cd.[8779]";1
"2785";"cd.[7123]";"cd.[9038]";0,960526317358017
"2786";"cd.[6272]";"cd.[7460]";1
"2787";"cd.[7980]";"cd.[9790]";0,957764357328415
"2788";"cd.[7604]";"cd.[9790]";0,903623953461647
"2789";"cd.[7604]";"cd.[7980]";0,945859596133232
"2790";"cd.[8043]";"cd.[8234]";1
"2791";"cd.[11150]";"cd.[8901]";0,965909093618393
"2792";"cd.[9421]";"cd.[9489]";0,974999994039536
"2793";"cd.[7161]";"cd.[8131]";0,972222223877907
"2794";"cd.[2813]";"cd.[3155]";0,965367957949638
"2795";"cd.[6740]";"cd.[9193]";0,980769231915474
"2796";"cd.[7061]";"cd.[7469]";1
"2797";"cd.[5835]";"cd.[9278]";0,95833332836628
"2798";"cd.[5921]";"cd.[8423]";1
"2799";"cd.[7361]";"cd.[7750]";1
"2800";"cd.[8265]";"cd.[9149]";1
"2801";"cd.[1858]";"cd.[9637]";1
"2802";"cd.[5988]";"cd.[8859]";1
"2803";"cd.[6944]";"cd.[9868]";0,982142850756645
"2804";"cd.[6358]";"cd.[9694]";0,969899669289589
"2805";"cd.[8311]";"cd.[8312]";1
"2806";"cd.[8344]";"cd.[9229]";0,95833332836628
"2807";"cd.[7094]";"cd.[9189]";0,954545453190804
"2808";"cd.[2440]";"cd.[5443]";1
"2809";"cd.[2781]";"cd.[9669]";1
"2810";"cd.[4508]";"cd.[9662]";1
"2811";"cd.[8114]";"cd.[8659]";1
"2812";"cd.[3539]";"cd.[4190]";0,984375
"2813";"cd.[4348]";"cd.[7170]";0,932712212204933
"2814";"cd.[8668]";"cd.[8843]";1
"2815";"cd.[3356]";"cd.[6955]";1
"2816";"cd.[2807]";"cd.[7064]";0,980769231915474
"2817";"cd.[3529]";"cd.[4114]";0,988095238804817
"2818";"cd.[6316]";"cd.[7311]";1
"2819";"cd.[7363]";"cd.[8118]";0,977272719144821
"2820";"cd.[9614]";"cd.[9678]";1
"2821";"cd.[2406]";"cd.[7291]";0,987499997019768
"2822";"cd.[3159]";"cd.[9969]";0,99479167163372
"2823";"cd.[4292]";"cd.[8795]";1
"2824";"cd.[3678]";"cd.[4266]";1
"2825";"cd.[4266]";"cd.[6690]";1
"2826";"cd.[3678]";"cd.[6690]";1
"2827";"cd.[2577]";"cd.[2581]";0,983333334326744
"2828";"cd.[4481]";"cd.[6716]";1
"2829";"cd.[8919]";"cd.[9083]";1
"2830";"cd.[7859]";"cd.[9798]";0,980769231915474
"2831";"cd.[7037]";"cd.[7237]";0,932721525430679
"2832";"cd.[100170]";"cd.[100358]";0,950000002980232
"2833";"cd.[4441]";"cd.[7515]";1
"2834";"cd.[100198]";"cd.[106489]";1
"2835";"cd.[10253]";"cd.[10368]";1
"2836";"cd.[11530]";"cd.[5099]";1
"2837";"cd.[8274]";"cd.[8805]";1
"2838";"cd.[9713]";"cd.[9738]";1
"2839";"cd.[5324]";"cd.[7847]";1
"2840";"cd.[10061]";"cd.[3517]";0,986111104488373
"2841";"cd.[7134]";"cd.[9695]";1
"2842";"cd.[10301]";"cd.[6246]";0,964285716414452
"2843";"cd.[4178]";"cd.[7199]";1
"2844";"cd.[2187]";"cd.[2418]";1
"2845";"cd.[5238]";"cd.[8297]";0,948426559567451
"2846";"cd.[6663]";"cd.[6665]";0,977272719144821
"2847";"cd.[5394]";"cd.[5418]";0,984375
"2848";"cd.[4895]";"cd.[9209]";0,964285716414452
"2849";"cd.[10652]";"cd.[9640]";1
"2850";"cd.[2004]";"cd.[3710]";1
"2851";"cd.[4613]";"cd.[6116]";0,97826087474823
"2852";"cd.[5912]";"cd.[8949]";1
"2853";"cd.[8778]";"cd.[9060]";1
"2854";"cd.[2619]";"cd.[6174]";0,96875
"2855";"cd.[10107]";"cd.[7341]";1
"2856";"cd.[7918]";"cd.[9172]";1
"2857";"cd.[2571]";"cd.[9019]";1
"2858";"cd.[3931]";"cd.[5754]";1
"2859";"cd.[6568]";"cd.[9557]";1
"2860";"cd.[6737]";"cd.[7722]";1
"2861";"cd.[7404]";"cd.[7405]";1
"2862";"cd.[2957]";"cd.[3106]";1
"2863";"cd.[4384]";"cd.[5657]";1
"2864";"cd.[2427]";"cd.[8640]";0,955592110753059
"2865";"cd.[9588]";"cd.[9811]";0,96875
"2866";"cd.[2252]";"cd.[4733]";1
"2867";"cd.[4975]";"cd.[5889]";0,962962958547804
"2868";"cd.[5577]";"cd.[8990]";0,986111111111111
"2869";"cd.[7008]";"cd.[8831]";1
"2870";"cd.[3475]";"cd.[8592]";0,964197542932298
"2871";"cd.[4586]";"cd.[7633]";0,946464631292555
"2872";"cd.[8224]";"cd.[8754]";1
"2873";"cd.[4441]";"cd.[8151]";0,913752913475037
"2874";"cd.[3670]";"cd.[4441]";0,943236721886529
"2875";"cd.[4441]";"cd.[7515]";1
"2876";"cd.[3670]";"cd.[8151]";0,867909868558248
"2877";"cd.[7515]";"cd.[8151]";0,913752913475037
"2878";"cd.[3670]";"cd.[7515]";0,943236721886529
"2879";"cd.[10240]";"cd.[7367]";0,985185186068217
"2880";"cd.[10361]";"cd.[5426]";0,970370372136434
"2881";"cd.[10361]";"cd.[7869]";0,970370372136434
"2882";"cd.[5426]";"cd.[7869]";1
"2883";"cd.[4179]";"cd.[4732]";0,930864201651679
"2884";"cd.[4179]";"cd.[4911]";0,930864201651679
"2885";"cd.[4732]";"cd.[4911]";1
"2886";"cd.[6811]";"cd.[7429]";0,925120790799459
"2887";"cd.[3192]";"cd.[7923]";0,977777772479587
"2888";"cd.[4395]";"cd.[8725]";0,960493829515245
"2889";"cd.[6948]";"cd.[7365]";0,95800264676412
"2890";"cd.[6339]";"cd.[7517]";1
"2891";"cd.[7852]";"cd.[8029]";1
"2892";"cd.[10383]";"cd.[7852]";1
"2893";"cd.[10230]";"cd.[7852]";0,959259271621704
"2894";"cd.[6858]";"cd.[7852]";0,925925930341085
"2895";"cd.[10383]";"cd.[8029]";1
"2896";"cd.[10230]";"cd.[8029]";0,959259271621704
"2897";"cd.[6858]";"cd.[8029]";0,925925930341085
"2898";"cd.[10230]";"cd.[10383]";0,959259271621704
"2899";"cd.[10383]";"cd.[6858]";0,925925930341085
"2900";"cd.[10230]";"cd.[6858]";0,944444457689921
"2901";"cd.[7350]";"cd.[8473]";1
"2902";"cd.[7288]";"cd.[7483]";1
"2903";"cd.[10938]";"cd.[11125]";1
"2904";"cd.[10064]";"cd.[2819]";1
"2905";"cd.[4297]";"cd.[4306]";1
"2906";"cd.[4297]";"cd.[8636]";1
"2907";"cd.[4306]";"cd.[8636]";1
"2908";"cd.[6925]";"cd.[6926]";0,985185205936432
"2909";"cd.[6314]";"cd.[8464]";0,928299003177219
"2910";"cd.[6506]";"cd.[6952]";0,904338624742296
"2911";"cd.[4291]";"cd.[4905]";1
"2912";"cd.[6722]";"cd.[7707]";1
"2913";"cd.[3722]";"cd.[8453]";1
"2914";"cd.[6719]";"cd.[8453]";1
"2915";"cd.[3722]";"cd.[6719]";1
"2916";"cd.[6413]";"cd.[7975]";0,955555558204651
"2917";"cd.[6562]";"cd.[8870]";0,927777767181396
"2918";"cd.[7201]";"cd.[8536]";1
"2919";"cd.[7606]";"cd.[8538]";1
"2920";"cd.[7671]";"cd.[8759]";1
"2921";"cd.[6102]";"cd.[9115]";1
"2922";"cd.[7920]";"cd.[8494]";0,929629650380876
"2923";"cd.[6382]";"cd.[7920]";0,944444444444444
"2924";"cd.[6382]";"cd.[8494]";0,985185205936432
"2925";"cd.[7794]";"cd.[8890]";0,937710444132487
"2926";"cd.[8890]";"cd.[9063]";0,965079367160797
"2927";"cd.[6802]";"cd.[8890]";0,965079367160797
"2928";"cd.[7794]";"cd.[9063]";0,903174605634477
"2929";"cd.[6802]";"cd.[7794]";0,903174605634477
"2930";"cd.[6802]";"cd.[9063]";1
"2931";"cd.[9333]";"cd.[9450]";1
"2932";"cd.[9348]";"cd.[9485]";1
"2933";"cd.[5477]";"cd.[9076]";0,985185186068217
"2934";"cd.[5477]";"cd.[8368]";0,970370372136434
"2935";"cd.[8368]";"cd.[9076]";0,985185186068217
"2936";"cd.[5664]";"cd.[8717]";1
"2937";"cd.[6771]";"cd.[8507]";1
"2938";"cd.[8609]";"cd.[9130]";1
"2939";"cd.[4843]";"cd.[8794]";0,970370372136434
"2940";"cd.[7346]";"cd.[7719]";1
"2941";"cd.[4851]";"cd.[7708]";1
"2942";"cd.[10119]";"cd.[7664]";0,948677255047692
"2943";"cd.[4419]";"cd.[7644]";0,986111111111111
"2944";"cd.[102361]";"cd.[103634]";0,956989235348172
"2945";"cd.[1884]";"cd.[9542]";0,929783953560723
"2946";"cd.[5731]";"cd.[8779]";1
"2947";"cd.[7123]";"cd.[9038]";0,964912282096015
"2948";"cd.[6272]";"cd.[7460]";1
"2949";"cd.[7980]";"cd.[9790]";0,969179915057288
"2950";"cd.[7604]";"cd.[9790]";0,89708995156818
"2951";"cd.[7604]";"cd.[7980]";0,927910056379106
"2952";"cd.[8043]";"cd.[8234]";1
"2953";"cd.[11150]";"cd.[8901]";1
"2954";"cd.[9421]";"cd.[9489]";0,977777772479587
"2955";"cd.[7161]";"cd.[8131]";0,972222208976746
"2956";"cd.[2813]";"cd.[3155]";0,967195769151052
"2957";"cd.[9327]";"cd.[9412]";1
"2958";"cd.[6740]";"cd.[9193]";0,991666674613953
"2959";"cd.[7061]";"cd.[7469]";1
"2960";"cd.[10000]";"cd.[8664]";0,922839509116279
"2961";"cd.[5835]";"cd.[9278]";1
"2962";"cd.[5921]";"cd.[8423]";1
"2963";"cd.[7361]";"cd.[7750]";1
"2964";"cd.[8265]";"cd.[9149]";1
"2965";"cd.[5988]";"cd.[8859]";1
"2966";"cd.[6944]";"cd.[7731]";0,928571436140272
"2967";"cd.[7731]";"cd.[9868]";0,755908310413361
"2968";"cd.[6944]";"cd.[9868]";0,984126978450351
"2969";"cd.[6358]";"cd.[9694]";0,966239313284556
"2970";"cd.[8311]";"cd.[8312]";1
"2971";"cd.[5010]";"cd.[5205]";0,946393767992655
"2972";"cd.[8344]";"cd.[9229]";0,98888889948527
"2973";"cd.[7094]";"cd.[9189]";0,90238094329834
"2974";"cd.[2440]";"cd.[5443]";1
"2975";"cd.[2781]";"cd.[9669]";1
"2976";"cd.[4508]";"cd.[9662]";1
"2977";"cd.[8114]";"cd.[8659]";1
"2978";"cd.[8364]";"cd.[8526]";0,984126978450351
"2979";"cd.[2823]";"cd.[4684]";0,927875240643819
"2980";"cd.[6919]";"cd.[8060]";0,966666658719381
"2981";"cd.[3539]";"cd.[4190]";0,986111111111111
"2982";"cd.[4348]";"cd.[7170]";0,903019315666623
"2983";"cd.[8668]";"cd.[8843]";1
"2984";"cd.[3356]";"cd.[6955]";1
"2985";"cd.[4145]";"cd.[4886]";0,990476191043854
"2986";"cd.[4184]";"cd.[6950]";0,911419762505425
"2987";"cd.[2807]";"cd.[7064]";1
"2988";"cd.[3529]";"cd.[4114]";0,989417990048726
"2989";"cd.[6316]";"cd.[7311]";1
"2990";"cd.[7363]";"cd.[8118]";0,979797972573174
"2991";"cd.[6922]";"cd.[9161]";0,915151516596476
"2992";"cd.[3383]";"cd.[6969]";0,92539683315489
"2993";"cd.[9614]";"cd.[9678]";1
"2994";"cd.[2406]";"cd.[7291]";1
"2995";"cd.[3159]";"cd.[9969]";0,995370374785529
"2996";"cd.[4292]";"cd.[8795]";1
"2997";"cd.[3678]";"cd.[4266]";1
"2998";"cd.[4266]";"cd.[6690]";1
"2999";"cd.[3678]";"cd.[6690]";1
"3000";"cd.[2577]";"cd.[2581]";0,985185186068217
"3001";"cd.[4481]";"cd.[6716]";1
"3002";"cd.[8919]";"cd.[9083]";1
"3003";"cd.[7859]";"cd.[9798]";0,982905983924866
"3004";"cd.[2771]";"cd.[5458]";0,990740736325582
"3005";"cd.[7037]";"cd.[7237]";0,917269223266178
"3006";"cd.[100170]";"cd.[100358]";0,955555558204651
"3007";"cd.[100198]";"cd.[106489]";1
"3008";"cd.[10253]";"cd.[10368]";1
"3009";"cd.[4108]";"cd.[7977]";0,974074065685272
"3010";"cd.[11530]";"cd.[5099]";1
"3011";"cd.[8274]";"cd.[8805]";1
"3012";"cd.[9713]";"cd.[9738]";1
"3013";"cd.[8260]";"cd.[8445]";0,90912699037128
"3014";"cd.[5324]";"cd.[7847]";1
"3015";"cd.[10061]";"cd.[3517]";0,987654315100776
"3016";"cd.[7134]";"cd.[9695]";1
"3017";"cd.[5542]";"cd.[6695]";0,925925943586561
"3018";"cd.[10301]";"cd.[6246]";0,968253970146179
"3019";"cd.[4178]";"cd.[7199]";1
"3020";"cd.[5238]";"cd.[8297]";0,925874127282037
"3021";"cd.[6663]";"cd.[6665]";0,979797972573174
"3022";"cd.[5394]";"cd.[5418]";1
"3023";"cd.[6756]";"cd.[8537]";0,944126956992679
"3024";"cd.[4895]";"cd.[9209]";0,968253970146179
"3025";"cd.[10652]";"cd.[9640]";1
"3026";"cd.[7192]";"cd.[7778]";1
"3027";"cd.[4613]";"cd.[6116]";0,973671495914459
"3028";"cd.[5912]";"cd.[8949]";1
"3029";"cd.[8778]";"cd.[9060]";1
"3030";"cd.[2619]";"cd.[6174]";0,972222222222222
"3031";"cd.[10107]";"cd.[7341]";1
"3032";"cd.[7918]";"cd.[9172]";1
"3033";"cd.[2188]";"cd.[8063]";0,986666659514109
"3034";"cd.[10449]";"cd.[6162]";1
"3035";"cd.[2571]";"cd.[9019]";1
"3036";"cd.[3931]";"cd.[5754]";1
"3037";"cd.[6568]";"cd.[9557]";1
"3038";"cd.[6737]";"cd.[7722]";1
"3039";"cd.[7404]";"cd.[7405]";1
"3040";"cd.[2317]";"cd.[4988]";0,935353530777825
"3041";"cd.[2957]";"cd.[3106]";1
"3042";"cd.[4384]";"cd.[5657]";1
"3043";"cd.[2427]";"cd.[8640]";0,957748538917965
"3044";"cd.[9588]";"cd.[9811]";0,972222222222222
"3045";"cd.[7344]";"cd.[8291]";0,925438589519925
"3046";"cd.[6547]";"cd.[6741]";0,939682536655002
"3047";"cd.[7622]";"cd.[8349]";0,944911294513278
"3048";"cd.[2252]";"cd.[4733]";1
"3049";"cd.[4975]";"cd.[5889]";0,986607136470931
"3050";"cd.[5577]";"cd.[8990]";0,990079360348838
"3051";"cd.[102987]";"cd.[105760]";0,911390681351934
"3052";"cd.[102987]";"cd.[107779]";0,927895026547568
"3053";"cd.[102987]";"cd.[105156]";0,956033538494791
"3054";"cd.[100083]";"cd.[102987]";0,935726321169308
"3055";"cd.[102987]";"cd.[107056]";0,907235620277269
"3056";"cd.[105760]";"cd.[107779]";0,895620739885739
"3057";"cd.[105156]";"cd.[105760]";0,931972803814071
"3058";"cd.[100083]";"cd.[105760]";0,750000004257475
"3059";"cd.[105760]";"cd.[107056]";0,874574829425131
"3060";"cd.[105156]";"cd.[107779]";0,940263597028596
"3061";"cd.[100083]";"cd.[107779]";0,888227518115725
"3062";"cd.[107056]";"cd.[107779]";0,869047616209303
"3063";"cd.[100083]";"cd.[105156]";0,910052908318383
"3064";"cd.[105156]";"cd.[107056]";0,903273805975914
"3065";"cd.[100083]";"cd.[107056]";0,903155703629766
"3066";"cd.[8224]";"cd.[8754]";1
"3067";"cd.[4124]";"cd.[7722]";0,923469381672995
"3068";"cd.[4124]";"cd.[6737]";0,923469381672995
"3069";"cd.[6737]";"cd.[7722]";1
"3070";"cd.[4732]";"cd.[4911]";1
"3071";"cd.[6811]";"cd.[7429]";0,960317462682724
"3072";"cd.[6339]";"cd.[7517]";1
"3073";"cd.[7653]";"cd.[7852]";0,951098904013634
"3074";"cd.[7653]";"cd.[8029]";0,972527474164963
"3075";"cd.[10383]";"cd.[7653]";0,972527474164963
"3076";"cd.[10230]";"cd.[7653]";0,915934070944786
"3077";"cd.[6858]";"cd.[7653]";0,905111570443426
"3078";"cd.[7852]";"cd.[8029]";0,978571429848671
"3079";"cd.[10383]";"cd.[7852]";0,978571429848671
"3080";"cd.[10230]";"cd.[7852]";0,964835166931153
"3081";"cd.[6858]";"cd.[7852]";0,954012666429792
"3082";"cd.[10383]";"cd.[8029]";1
"3083";"cd.[10230]";"cd.[8029]";0,943406596779823
"3084";"cd.[6858]";"cd.[8029]";0,932584096278463
"3085";"cd.[10230]";"cd.[10383]";0,943406596779823
"3086";"cd.[10383]";"cd.[6858]";0,932584096278463
"3087";"cd.[10230]";"cd.[6858]";0,961704973663603
"3088";"cd.[10064]";"cd.[2819]";1
